00,hannah,mcgregor,SKM-MLD-0,false,26.04207,1.6017108,0.5792037,1.1555346
01,lisa,scott,PRI-DBI-0,false,16.380558,5.0011506,3.1508982,0.1331656
02,kiya,barlow,PRI-EDN-0,true,25.130247,4.666847,5.6129503,5.98273
03,john,jones,SKM-MLD-0,true,4.311023,3.3643162,2.2392144,0.24675357
04,david,barlow,PRI-DBI-0,true,4.9135976,4.6485796,0.24546754,5.856552
05,kiya,parris,LDN-DBI-0,true,28.492453,3.00905,1.7404826,4.9348545
06,mike,scott,SKM-RKT-0,false,18.958195,0.7717416,0.9124882,2.453794
07,kiya,barlow,LDN-STI-0,true,5.679372,1.2073635,2.732417,4.2497053
08,jenny,scott,SKM-RKT-0,true,21.40066,4.714044,3.6155734,2.9425764
09,amanpreet,mac,PRI-EDN-0,false,5.662136,4.947097,5.033268,5.703175
10,phil,godliman,PRI-EDN-0,false,5.8299675,0.62763333,2.5658584,0.84810305
11,mike,mcgregor,EDN-LDN-0,true,1.0681933,1.3943299,4.664447,0.10803187
12,mark,smith,THI-BLN-0,true,16.376614,2.9057078,2.852107,3.4447627
13,martin,wise,PRI-DBI-0,true,1.9843429,4.74352,2.2507682,2.8869057
14,john,wise,SKM-MLD-0,false,12.616989,1.7110913,1.1083968,1.1724118
15,john,xi,DBI-MLD-0,true,14.879281,5.352916,1.5422101,5.658197
16,jenny,cameron,PRI-DBI-0,false,12.066284,5.481665,0.38520634,4.045519
17,edna,godliman,THI-BLN-0,false,2.2786994,0.9324957,2.6127014,4.1310773
18,irene,wise,THI-BLN-0,false,1.5123761,1.400671,0.39403546,4.6634107
19,irene,brown,THI-BLN-0,false,15.985459,5.2784333,0.9684566,5.2596498
20,nyla,barlow,SKM-RKT-0,true,25.744066,5.356069,4.7280936,0.18106592
21,steve,wise,DBI-LDN-0,true,1.1165625,5.4979734,5.033724,0.07673228
22,hannah,wise,LDN-DBI-0,true,27.445091,3.8359866,3.463007,1.2602999
23,jack,barnes,PRI-EDN-0,false,23.307604,0.07729375,3.8688433,0.8536992
24,sumayya,chandler,PRI-DBI-0,true,17.87584,5.138289,5.9016204,3.9796987
25,kiya,barlow,LDN-DBI-0,false,11.212623,4.2100544,5.055966,1.3777964
26,may,barlow,LDN-STI-0,true,24.020508,3.18538,0.5608127,0.315382
27,mark,godliman,THI-BLN-0,false,1.5164852,2.3235097,0.5632721,0.7600179
28,edna,brown,LDN-DBI-0,true,19.130964,4.1577206,4.673296,2.776235
29,david,godliman,LDN-DBI-0,true,9.536485,5.00466,1.336603,3.6387405
30,hannah,xi,SKM-MLD-0,true,10.150513,5.961832,1.2269136,2.1638217
31,jack,cameron,EDN-LDN-0,true,9.665069,1.1285137,2.082912,2.5319514
32,kiya,xi,PRI-DBI-0,true,15.369998,4.253084,5.922987,4.797454
33,edna,xi,LDN-STI-0,false,6.0832124,3.5978608,3.1879387,0.30333638
34,nyla,gray,DBI-MLD-0,true,7.401257,5.9586725,4.4723816,5.788957
35,jenny,mac,DBI-MLD-0,false,4.883341,5.2855067,4.1262426,3.4885788
36,kiya,xi,DBI-MLD-0,true,10.498524,5.0908775,4.703969,4.856161
37,david,jones,LDN-DBI-0,false,1.9764876,5.7659073,5.1991615,2.183836
38,steve,mac,SKM-MLD-0,true,18.067997,5.50185,3.041912,1.4121766
39,amanpreet,gamble,SKM-MLD-0,true,27.13458,5.303771,0.07542086,2.0759218
40,amanpreet,chandler,PRI-DBI-0,true,8.293682,4.7330832,1.8238792,1.1303608
41,mike,cameron,PRI-EDN-0,false,29.203512,3.0977373,1.3989233,0.70779455
42,irene,godliman,LDN-STI-0,false,22.20667,0.5163288,3.1911135,0.060742736
43,mark,barnes,DBI-LDN-0,false,21.538832,2.7674532,3.650003,2.9876711
44,sumayya,gamble,SKM-RKT-0,true,5.7527323,1.6285812,0.71877193,4.9149585
45,reis,scott,SKM-MLD-0,false,13.631397,2.9194636,5.2598505,0.066787004
46,reis,kumar,SKM-RKT-0,false,8.653219,4.831869,4.4825673,3.3960586
47,phil,chandler,PRI-EDN-0,true,28.859617,1.2024078,1.8691864,4.3469195
48,reis,xi,SKM-MLD-0,true,24.945684,1.4039855,0.071951866,0.66147244
49,may,scott,LDN-STI-0,true,24.458012,2.2246618,5.082492,0.3613758
50,mike,macdonald,SKM-RKT-0,true,12.504312,1.1278524,1.0853337,4.910555
51,phil,jones,LDN-DBI-0,false,21.710571,1.7728626,3.055481,0.40800834
52,mark,cameron,PRI-EDN-0,false,21.00945,5.2446685,1.9184754,4.679981
53,jenny,macdonald,LDN-STI-0,true,21.427713,1.3884838,4.8781567,3.2276452
54,olivia,xi,EDN-LDN-0,false,0.8967483,2.8266606,0.8175312,2.334142
55,jenny,macdonald,SKM-MLD-0,true,3.0008001,5.7095585,5.3901772,0.71881056
56,hannah,mac,SKM-RKT-0,true,1.9999588,3.4710593,1.1007407,1.049479
57,olivia,kumar,SKM-MLD-0,true,14.109304,2.1099372,4.217574,1.0738903
